model,type,speed,Capacity (GB),Form Factor,DRAM Configuration
AENEON AET860UD00-30DC07X 2GB,DDR2,2684.3,2,,
Qimonda 72T512920EFA3SC2 4GB,DDR2,2199.4,4,,
Corsair CGM2X2GS800 2GB,DDR2,3264,2,,
Apacer Technology 78.A1GA0.9H4?????? 2GB,DDR2,2969.75,2,,
Patriot Memory (PDP Systems) PSD251280081 512MB,DDR2,2969.95,512M,,
OCZ OCZ2SOE6671G 1GB,DDR2,2529.45,1,,
Micron Technology 16HTS51264HY-800A1 4GB,DDR2,2998.25,4,,
Qimonda 72T512420EFD3SC 4GB,DDR2,2195.35,4,,
Samsung M3 78T2863DZS-CE6 1GB,DDR2,2731.4,1,,
Apacer Technology 75.963A4.G08 512MB,DDR2,2268.9,512M,,
A Force Manufacturing Ltd. 512X64Y-80F 4GB,DDR2,3234.3,4,,
Nanya Technology NT1GT64U88D0BY-3C 1GB,DDR2,2930.8,1,,
Nanya Technology M2N2G64TU8HD4B-AC 2GB,DDR2,2121.05,2,,
Kingston KTF6761-INFA37 512MB,DDR2,1885.75,512M,,
Smart Modular SG564568FG8N6KFSQR 2GB,DDR2,2819.9,2,,
Nanya Technology NT1GT72U89D1BD-3C 512MB,DDR2,2347.15,512M,,
Gigaram GIGARAM 512MB,DDR2,2769.2,512M,,
Infineon (Siemens) 72T64020HR5A 512MB,DDR2,2631.4,512M,,
Apacer Technology 78.01G92.9KC 1GB,DDR2,2798.45,1,,
Crucial Technology CT25664AA667.M16VF 2GB,DDR2,2741.25,2,,
Kingston 9965341-010.A00LF 1GB,DDR2,2593.85,1,,
Kingston 9905316-068.A01LF 1GB,DDR2,2053.95,1,,
Samsung M3 78T2863RZS-CE6 1GB,DDR2,2884.4,1,,
Swissbit SEU12864D6BG2EP-30 1GB,DDR2,2182.4,1,,
G Skill Intl F2-5300CL5-2GBSK 2GB,DDR2,2856.55,2,,
SK Hynix HYMP125F72CP8D3-Y5 2GB,DDR2,2080.05,2,,
Micron Technology 8HTF6464AY-40EA1 512MB,DDR2,2678.65,512M,,
AENEON AET760UD00-30DC07X 1GB,DDR2,2847.25,1,,
Samsung M3 78T2953CZ3-CCC 1GB,DDR2,2598.1,1,,
Samsung M3 93T6553CZ3-CCC 512MB,DDR2,2676.25,512M,,
Kingston KWM551-ELG 512MB,DDR2,2762.5,512M,,
OCZ OCZ2V8002G.SYX 2GB,DDR2,2860.05,2,,
Kingston GM431-QAA-INTD1F 2GB,DDR2,2245.9,2,,
Apacer Technology 78.0AG9I.9M4 1GB,DDR2,2156.15,1,,
Hynix Semiconductor (Hyundai Electronics) HYMP564U64BP8-Y5 512MB,DDR2,2760.75,512M,,
Centon Electronics MICT48UFA 2GB 2GB,DDR2,3116.3,2,,
Ramaxel Technology RMN1150EF48D7W-800 1GB,DDR2,2950,1,,
Micron Technology 16HTF12864AY-667G1 1GB,DDR2,2216.4,1,,
Swissbit SEU25664D6BC2EP-30 2GB,DDR2,2805.85,2,,
G Skill Intl F2-6400CL5-2GBSK 2GB,DDR2,2939.95,2,,
Kingston 99U5295-021.A00LF 2GB,DDR2,2848.2,2,,
Elpida EBE10UE8AEFA-8G-E 1GB,DDR2,2713.95,1,,
Kreton Corporation 51629xxxx68x35xxxx 2GB,DDR2,3027.7,2,,
HMD Electronics AG HMDN202GU648D806C- 2GB,DDR2,2792.4,2,,
Kingston FQ453-80003 1GB,DDR2,2094.05,1,,
SK Hynix HYMP112S64CP6-S6 1GB,DDR2,2864.65,1,,
Hynix Semiconductor (Hyundai Electronics) HYMP512U72BP8-C4 1GB,DDR2,2567.4,1,,
A Force Manufacturing Ltd. 256X64M-80E 2GB,DDR2,2930.25,2,,
Micron Technology 8HTF6464AY-53EB7 512MB,DDR2,2619.35,512M,,
Apacer Technology 78.01G9I.9H4?????? 1GB,DDR2,2577.05,1,,
Samsung M3 93T2953BG0-CCC 1GB,DDR2,2437.95,1,,
Hynix Semiconductor (Hyundai Electronics) DMP112U6EFR6C-S6DD 1GB,DDR2,2947.3,1,,
Crucial Technology RM12864AA667.8FG 1GB,DDR2,2314.5,1,,
Elpida EBE21UE8AFSA-8G-F 2GB,DDR2,2760.45,2,,
Elpida EBE10UE8ACWA-6E-E 1GB,DDR2,2856.2,1,,
Hynix Semiconductor (Hyundai Electronics) HYMP112U64CP8-S5 1GB,DDR2,2631.6,1,,
Hynix Semiconductor (Hyundai Electronics) L105 11/10 BITWAY 2GB,DDR2,2888.25,2,,
Samsung M395T2953CZ4-CE65 1GB,DDR2,2355.7,1,,
Samsung M4 70T5663QZ3-CE6 2GB,DDR2,2794.4,2,,
Infineon (Siemens) 64T64000HU3.7A 512MB,DDR2,2511.3,512M,,
Qimonda 64T512022EDL2.5A 4GB,DDR2,2928.9,4,,
Elpida EBE11UE6ACSA-6E-E 1GB,DDR2,2238.05,1,,
Kingston KY9540-ELC 2GB,DDR2,2795.85,2,,
Corsair VS1GB533D2 1GB,DDR2,2471,1,,
Kingmax Semiconductor KLDD48F-B8MO5 1GB,DDR2,2537.25,1,,
Kingston U-DIMM 2GB,DDR2,2389.1,2,,
Micron Technology 8HTF3264AY-40EB3 256MB,DDR2,2531.05,256M,,
Nanya Technology M2Y1GH64TU8HD6B-AC 1GB,DDR2,2727.6,1,,
Kingston KTX760-ELF 2GB,DDR2,2858.6,2,,
Positivo Informatica Ltd ADQVE1B16 2GB,DDR2,2797.8,2,,
Crucial Technology QD256M6416U68AS2J- 2GB,DDR2,2902.45,2,,
AENEON AET760UD00-30DB97X 1GB,DDR2,2721.3,1,,
Kingston 9905321-022.A00LF 1GB,DDR2,1952.75,1,,
Qimonda 64T512022EDL3SA 4GB,DDR2,2757.8,4,,
Smart Modular SG5SC82N2G1ABNCSCD 1GB,DDR2,2626.35,1,,
Apacer Technology 75.A73AA.G06?????? 2GB,DDR2,2852.95,2,,
Kingston HP800D2N5/2G-H 2GB,DDR2,2829.95,2,,
Ramaxel Technology RML1320HC38D7F-667 1GB,DDR2,1820.95,1,,
Kingston 9905316-068.A00LF 1GB,DDR2,1827.5,1,,
Samsung M3 78T2953CZ3-CE6 1GB,DDR2,2544,1,,
Samsung M395T2953CZ4-CE60 1GB,DDR2,2054.55,1,,
Elpida EBE41AE4ACFA-6E-E 4GB,DDR2,1941.75,4,,
Wilk Elektronik S.A. GR800D264L5/1G 1GB,DDR2,3463.45,1,,
Qimonda 72T128020HFN3.7A 1GB,DDR2,2145.65,1,,
Hynix Semiconductor (Hyundai Electronics) HYMP532U64P6-E3 256MB,DDR2,2650.85,256M,,
Nanya Technology NT256T64UH4A0FY-5A 256MB,DDR2,2571.15,256M,,
Ramaxel Technology RML1520HC48D7F-800 1GB,DDR2,2214.3,1,,
Corsair VS2GSDS667D2 2GB,DDR2,2903.45,2,,
Walton Chaintech AU1G732-800P005 1GB,DDR2,2486.35,1,,
Crucial Technology CT12864AA667.M8VFE 1GB,DDR2,2772.1,1,,
Qimonda 64T128020EU3SB2 1GB,DDR2,2763,1,,
Hynix Semiconductor (Hyundai Electronics) HYMP512U64BP8-Y5 1GB,DDR2,2815.2,1,,
Kingston 99U5315-046.A00LF 1GB,DDR2,2371.65,1,,
Kreton Corporation 51623010G681351465 2GB,DDR2,2317.5,2,,
Swissbit MEN02G64D2BF2EP-2A 2GB,DDR2,2717.75,2,,
Silicon Integrated Systems B2LF8LFD3NS 1GB,DDR2,2506.5,1,,
Swissbit SEN12864C2B72EP-30 1GB,DDR2,1814.3,1,,
Unigen Corporation UG12T640xM8SU-8CS0 1GB,DDR2,2924.65,1,,
Hynix Semiconductor (Hyundai Electronics) HYMP351R,DDR2,2809.9,HYMP351R,,
Crucial Technology CT25664AC800.M16FM 2GB,DDR2,2627.65,2,,
Hynix Semiconductor (Hyundai Electronics) HYMP112S64CR6-S6 1GB,DDR2,2823.9,1,,
Crucial Technology CT2G2S667M.M16FH 2GB,DDR2,2807,2,,
Netlist NL8126426407F-D53M 1GB,DDR2,2763.8,1,,
Infineon (Siemens) 64T32000HU3.7A 256MB,DDR2,2443.15,256M,,
Patriot Memory (PDP Systems) PEP21G6400EL 1GB,DDR2,3393.6,1,,
Ramaxel Technology RMN1150MJ48D7F-800 1GB,DDR2,2664.5,1,,
Crucial Technology CT25664AC800.C16FM 2GB,DDR2,2839.05,2,,
Qimonda 64T128000EU3SC2 1GB,DDR2,2782.05,1,,
Ramaxel Technology RMN1150EC48D7W-800 1GB,DDR2,2722.65,1,,
Crucial Technology CT25664AA800.S16F 2GB,DDR2,3060.85,2,,
OCZ OCZ2N900SR1G 1GB,DDR2,3499.25,1,,
Crucial Technology CT12864AA667.M8FJ2 1GB,DDR2,2304.65,1,,
Micron Technology 8HTF6464AY-53EB3 512MB,DDR2,2647.1,512M,,
G Skill Intl F2-5400PHU1-1GBNT 1GB,DDR2,2505,1,,
Micron Technology 8HTF12864AZ-800H1 1GB,DDR2,2519.65,1,,
Micron Technology 4HTF6464AY-667E1 512MB,DDR2,2373.9,512M,,
Kingston 9905316-005.A04LF 1GB,DDR2,2778.25,1,,
Crucial Technology CT12864AA800.K8F 1GB,DDR2,2749.05,1,,
Micron Technology 36HTF25672F667F1E4 2GB,DDR2,2204.35,2,,
Golden Empire CL5-5-5 DDR2-667 2GB,DDR2,3446.25,2,,
Samsung M3 78T2953GZ3-CE6 1GB,DDR2,2423.8,1,,
Kingston 9905295-052.A00LF 2GB,DDR2,2913.65,2,,
Hynix Semiconductor (Hyundai Electronics) HYMP125S64CR8-S6 2GB,DDR2,2809.6,2,,
Kingston KVR533D2N4 512MB,DDR2,1807.5,512M,,
takeMS International AG TMS1GB264C081804EP 1GB,DDR2,2886.5,1,,
Kreton Corporation 516295502681353255 2GB,DDR2,2920.8,2,,
Nanya Technology M2N2G64TU8HD5B-AC 2GB,DDR2,2647.35,2,,
SK Hynix HYMP512S64CP8-Y5 1GB,DDR2,2612.7,1,,
Mushkin 991529 (996529) 1GB,DDR2,2819.75,1,,
Kingmax Semiconductor KLDD48F-B8KU5 1GB,DDR2,2598.5,1,,
Kingston 99U5316-011.A01LF 1GB,DDR2,2620.35,1,,
Qimonda 72T512520EFD3SC2 4GB,DDR2,2210.45,4,,
Hynix Semiconductor (Hyundai Electronics) HYMP512B,DDR2,2133.45,HYMP512,,
Crucial Technology CT12864AA800.S8F 1GB,DDR2,2767.9,1,,
Crucial Technology CT12864AA667.M8FJ1 1GB,DDR2,2148.85,1,,
OCZ OCZ2M8002G 2GB,DDR2,2642.9,2,,
Micron Technology 18HTF12872Y-40EA2 1GB,DDR2,2658.35,1,,
takeMS International AG TMS1GS264C081665KQ 1GB,DDR2,2650.95,1,,
Nanya Technology M2Y1G64TU8HB5B-3C 1GB,DDR2,2890,1,,
Silicon Power Computer & Communications D8LR1GNC88,DDR2,2660.15,D8LR1GNC88,,
A-DATA Technology DOVE1B163B2 2GB,DDR2,2741.6,2,,
Micron Technology 8HTF6464AY-53EB8 512MB,DDR2,2581.45,512M,,
Crucial Technology RM12864AA667.8FG?? 1GB,DDR2,2432.8,1,,
OCZ OCZ2MV6672G 2GB,DDR2,2746.9,2,,
Micron Technology 18HF25672JD667E1D4 2GB,DDR2,2246.45,2,,
Micron Technology 36HTF1G72FZ667C1D4 8GB,DDR2,2318.75,8,,
Qimonda 64T64000HU3SA 512MB,DDR2,2959.1,512M,,
SK Hynix HYMP112U64CP8-Y5 1GB,DDR2,2937.3,1,,
Kingston KY9530-HYC 1GB,DDR2,2649.05,1,,
Micron Technology 16HTF25664AY-40EA1 2GB,DDR2,2062.4,2,,
Micron Technology 8HTF6464AY-667D7 512MB,DDR2,2639.75,512M,,
Infineon (Siemens) 72T32000HR5A 256MB,DDR2,2475.9,256M,,
Transcend Information TS256MSQ64V6U 2GB,DDR2,2730.4,2,,
Crucial Technology CT51264AC667.C16FC 4GB,DDR2,1974.2,4,,
Infineon (Siemens) 72T256000HR5A 2GB,DDR2,2456.65,2,,
Nanya Technology M2Y1G64TU88B0J-3C 1GB,DDR2,2790.5,1,,
Nanya Technology M2Y2G64TU8HC0B-AD 2GB,DDR2,2753.6,2,,
Nanya Technology NT1GT64U8HA1BY-3C 1GB,DDR2,2776.85,1,,
A-DATA Technology DQVE1A08 1GB,DDR2,2696.85,1,,
Apacer Technology 75.073AA.G00 1GB,DDR2,2224.05,1,,
Patriot Memory (PDP Systems) PSD21G6672 1GB,DDR2,2441.85,1,,
Hynix Semiconductor (Hyundai Electronics) HYMP512U64CP8-C4 1GB,DDR2,2470.85,1,,
Hynix Semiconductor (Hyundai Electronics) HYMP532U64BP6-C4 256MB,DDR2,2645,256M,,
Elpida EBE21AE8ACWA-6E-E 2GB,DDR2,2926.75,2,,
Kingmax Semiconductor KLCD48F-A8KL5 1GB,DDR2,2648.9,1,,
Micron Technology 8HTF12864AY-53EG1 1GB,DDR2,2244.8,1,,
Micron Technology 16HTF25664HZ-800J2 2GB,DDR2,2879.55,2,,
Elpida EBE41UF8ABDA-6E-E 4GB,DDR2,2779.25,4,,
Kingston KX1563-NAB 2GB,DDR2,2540.3,2,,
takeMS International AG TMQ2GB264D083805EV 2GB,DDR2,2291.8,2,,
Kingston 99P5403-00&.A01L 2GB,DDR2,2275.4,2,,
Qimonda 72T256420HFN3SB 2GB,DDR2,1993.45,2,,
Hynix Semiconductor (Hyundai Electronics) HYMP564U72CP8-Y5 512MB,DDR2,2889,512M,,
TwinMOS 8D7E5KA5-TATP 1GB,DDR2,2773.8,1,,
Nanya Technology NT2GT72U4NA3BN-3C 2GB,DDR2,2174.05,2,,
AENEON AET660UD00-370A98X 512MB,DDR2,2525.35,512M,,
Crucial Technology CT12864AA667.M8VFH 1GB,DDR2,2343,1,,
Kingston 9905316-034.A01LF 1GB,DDR2,3427.05,1,,
Samsung M4 70T2864EH3-CF7 1GB,DDR2,2461.55,1,,
Qimonda 64T128020HU3.7B 1GB,DDR2,2390.8,1,,
Micron Technology L07-07/2009 LOGIN 2GB,DDR2,2924.75,2,,
SK Hynix HMP125S6NFR8C-S6 2GB,DDR2,2795.95,2,,
Samsung M3 78T6553BZ3-CCC 512MB,DDR2,2673,512M,,
Nanya Technology NT1GT64U8HA0BY-37B 1GB,DDR2,2420.5,1,,
Patriot Memory (PDP Systems) PSD21G800816 1GB,DDR2,2744.85,1,,
Apacer Technology 78.A1GAR.9K40C 2GB,DDR2,2873.2,2,,
Crucial Technology CT12864AA800.M8VFH 1GB,DDR2,2909.45,1,,
Mushkin 991755 (996755) 1GB,DDR2,2997.7,1,,
Samsung M3 78T6553CZ0-CCC 512MB,DDR2,2531.2,512M,,
A-DATA Technology ADOVF1B163GE 2GB,DDR2,2378.4,2,,
ProMos/Mosel Vitelic V916764B24QBFW-F5 512MB,DDR2,2904.4,512M,,
Samsung M3 93T2953CZ3-CCC 1GB,DDR2,2613.75,1,,
AENEON AET760SD00-30DMS8R 1GB,DDR2,2775.4,1,,
A-DATA Technology HYOVF1B163BZJ 2GB,DDR2,2779.85,2,,
OCZ OCZ26671024V 1GB,DDR2,2569.9,1,,
Samsung M3 78T6464QZ3-CF7 512MB,DDR2,2175.6,512M,,
Micron Technology 18HTF12872Y-53EB3 1GB,DDR2,2674.65,1,,
Crucial Technology CT12864AA667.M8FH 1GB,DDR2,2603.9,1,,
Kingston 9905316-105.A00LF 1GB,DDR2,2155.65,1,,
Crucial Technology RM12864AA800.8FE?? 1GB,DDR2,2150.8,1,,
Micron Technology 9HTF6472AY-667B3 512MB,DDR2,2773.3,512M,,
Corsair VS1GB667D2 1GB,DDR2,2779.9,1,,
Hynix Semiconductor (Hyundai Electronics) HYMP525F72BP4D2-Y5 2GB,DDR2,2156.8,2,,
Micron Technology 16HTF12864AY-667B3 1GB,DDR2,2782,1,,
Kingston 99U5316-010.A00LF 1GB,DDR2,2602.65,1,,
Patriot Memory (PDP Systems) PSD22G8002S 2GB,DDR2,2725.65,2,,
Qimonda 64T256020EDL3SC 2GB,DDR2,2632.45,2,,
Qimonda 64T128020EU3SC 1GB,DDR2,2582.15,1,,
Ramaxel Technology RMN1740HC48D8F667A 2GB,DDR2,2859.35,2,,
Kingston 99P5439-006.A00LF 2GB,DDR2,2042.4,2,,
Apacer Technology 78.01GA0.BS5 1GB,DDR2,2812.8,1,,
Hynix Semiconductor (Hyundai Electronics) HYMP512U64BP8-C4 1GB,DDR2,2540.2,1,,
Micron Technology 16HTF25664HZ-800E1 2GB,DDR2,2789.6,2,,
Infineon (Siemens) 64T128020HU3.7A 1GB,DDR2,2480.1,1,,
SK Hynix HYMP512S64BP8-Y5 1GB,DDR2,2549.8,1,,
ProMos/Mosel Vitelic V 512MB,DDR2,2690.05,512M,,
Walton Chaintech NU1G732-800P000 1GB,DDR2,2925.6,1,,
Nanya Technology NT1GT72U8PB0BY-37B 1GB,DDR2,3135.05,1,,
Hynix Semiconductor (Hyundai Electronics) HYMP525R72CP4-E3 2GB,DDR2,2649.85,2,,
Strontium SRP2G86S1-Y5H 2GB,DDR2,1981.05,2,,
A Force Manufacturing Ltd. 64MX64K-67E 512MB,DDR2,2565.6,512M,,
Nanya Technology M2Y1G64TU8HA4B-3C 1GB,DDR2,2424.55,1,,
Kingston UW727-IFA-IDT15S 512MB,DDR2,2310.55,512M,,
Micron Technology 8HTF12864AY-667E1 1GB,DDR2,2592.85,1,,
Positivo Informatica Ltd AU2G32-800P005-P 2GB,DDR2,2519.65,2,,
Elpida EBE10RD4ABFA-4A-E 1GB,DDR2,2562.95,1,,
takeMS International AG TMS1GB264D081805AV 1GB,DDR2,2967.3,1,,
Smart Modular SG564568FG8NWKFSQR 2GB,DDR2,2797.05,2,,
OCZ OCZ2SOE800512 512MB,DDR2,1906.45,512M,,
Kingmax Semiconductor KLCE88F-B8KU5 2GB,DDR2,2755.2,2,,
SK Hynix HYMP125S64CP8-Y5 2GB,DDR2,2694.25,2,,
Nanya Technology NT512T64U88B0BY-37 512MB,DDR2,2308.15,512M,,
Micron Technology L02 06/2010 DEXCOM 2GB,DDR2,2531.85,2,,
Hynix Semiconductor (Hyundai Electronics) HYMP512R72P4-E3 1GB,DDR2,2398.25,1,,
Nanya Technology M2Y2G64TU8HC5B-AC 2GB,DDR2,2887.85,2,,
Apacer Technology 78.AAG9O.9K4 2GB,DDR2,2930.85,2,,
takeMS International AG TMS1GB264C081665QI 1GB,DDR2,2701.9,1,,
Hynix Semiconductor (Hyundai Electronics) HYMP512R,DDR2,2490.2,HYMP512R,,
Qimonda 72T64400HFD3SB 512MB,DDR2,2432,512M,,
Swissbit MEN02G64D2BE2MT-25 2GB,DDR2,2343.35,2,,
A Force Manufacturing Ltd. 256X64M-67E 2GB,DDR2,2614.1,2,,
Elpida EBE10AD4AGFA-6E-E 1GB,DDR2,2178.2,1,,
Micron Technology 9HTF12872AY-667E1 1GB,DDR2,2461.4,1,,
Mushkin 991559 (996559) 2GB,DDR2,2691.8,2,,
Apacer Technology 78.A1GAE.423 2GB,DDR2,2543.85,2,,
Samsung M3 78T2953CZ3-CD5 1GB,DDR2,2429,1,,
Micron Technology 8HTF12864AY-667A3 1GB,DDR2,2703,1,,
Kingston 16HTF25664AZ-800H1 2GB,DDR2,3499.55,2,,
Micron Technology 16HTS51264HY-667A1 4GB,DDR2,2822.3,4,,
ASint Technology WLZ2128M8-JGE 2GB,DDR2,2753.45,2,,
Kingmax Semiconductor KLDE88F-B8KX5 2GB,DDR2,2665.15,2,,
Transcend Information JM667QLJ-1G 1GB,DDR2,2547.5,1,,
Samsung M3 78T6553BZ0-CCC 512MB,DDR2,2496.9,512M,,
Samsung M3 78T2863EHS-CE6 1GB,DDR2,2644.1,1,,
Infineon (Siemens) 72T256020HFN3.7A 2GB,DDR2,2240.45,2,,
Transcend Information TS128MLQ64V8U 1GB,DDR2,2152.85,1,,
Transcend Information JM667QLU-1G 1GB,DDR2,2634.9,1,,
Apacer Technology 78.A2G86.9K5 2GB,DDR2,2390.15,2,,
Peak Electronics 256X64M-67E 2GB,DDR2,3309.7,2,,
Silicon Integrated Systems BJ2F1SAD31 1GB,DDR2,2554.65,1,,
Kingston 99U5230-008.A00LF 1GB,DDR2,2584.1,1,,
takeMS International AG TMS1GB264C081665EP 1GB,DDR2,1978.15,1,,
ProMos/Mosel Vitelic V916765K24QAFW-E4 1GB,DDR2,2481.65,1,,
Micron Technology 16HTF25664HY-667E1 2GB,DDR2,2499.85,2,,
Kingston 9905429-005.A01LF 1GB,DDR2,2366.6,1,,
Hynix Semiconductor (Hyundai Electronics) HYMP125S64CP8-Y5 2GB,DDR2,2586.35,2,,
Crucial Technology CT25664AC667.M16FM 2GB,DDR2,2486.5,2,,
Kingston 1G-UDIMM 1GB,DDR2,2530.25,1,,
Samsung M395T6553EZ4-CE61 512MB,DDR2,2094.75,512M,,
Micron Technology 8HTF12864HDY-667E1 1GB,DDR2,2664.3,1,,
TwinMOS 8DPT5MK8-TATP 2GB,DDR2,2657.75,2,,
SK Hynix HYMP512U64BP8-Y5 1GB,DDR2,2816.75,1,,
Kingston 99P5429-006.AOOLF 2GB,DDR2,2849.6,2,,
Elpida EBE51UD8AGFA-5C-E 512MB,DDR2,2498.25,512M,,
Kingston 9905316-005.A04LFH 1GB,DDR2,2554.1,1,,
OCZ OCZ2RPR10662GK 1GB,DDR2,3750.55,1,,
Elpida EBE11UE6ACUA-8G-E 1GB,DDR2,2305.9,1,,
SK Hynix HYMP512U64CP8-Y5 1GB,DDR2,2739.35,1,,
Hynix Semiconductor (Hyundai Electronics) HYMP525R72BP4-E3 2GB,DDR2,2641.1,2,,
Micron Technology 36HTF25672Y-40EB1 2GB,DDR2,2650.7,2,,
Crucial Technology RM12864AA53E.16FB 1GB,DDR2,2810.65,1,,
Positivo Informatica Ltd ADQVE1B16152G 2GB,DDR2,2481.45,2,,
Nanya Technology M2N2G64TU8HG5B-AC 2GB,DDR2,2426.4,2,,
Kingston KC6844-ELG37 1GB,DDR2,2675.7,1,,
Catalyst 02GN66KFUA8 2GB,DDR2,2736.95,2,,
Patriot Memory (PDP Systems) PDC22G8500ELK 1GB,DDR2,2915.45,1,,
Corsair VS512MB667D2 512MB,DDR2,2480.9,512M,,
Walton Chaintech NU1G632-800P005 1GB,DDR2,3016.5,1,,
Samsung M4 70T2864QZ3-CE6 1GB,DDR2,2716.2,1,,
Qimonda 64T128021EDL2.5B2 1GB,DDR2,2621.35,1,,
ProMos/Mosel Vitelic V916765K24QAFW-F5 1GB,DDR2,2340.55,1,,
Kingmax Semiconductor KLCC28F-A8KL5 512MB,DDR2,2845.15,512M,,
Micron Technology 9HTF6472FY-667B4D3 512MB,DDR2,2353.35,512M,,
SK Hynix HYMP325S64AMP8-Y5 2GB,DDR2,2570.15,2,,
Micron Technology 16HTF25664HZ-800J1 2GB,DDR2,2706.35,2,,
Crucial Technology CT25664AC667.M16FH 2GB,DDR2,2573.15,2,,
OCZ OCZ21066NEW_BT1G 1GB,DDR2,4575.85,1,,
Infineon (Siemens) 72T128000HR5A 1GB,DDR2,2543.2,1,,
Nanya Technology NT1GT64UH8D0FN-AD 1GB,DDR2,2442.35,1,,
takeMS International AG TMS1GB264D082805AP 1GB,DDR2,2056.45,1,,
Kingston 99U5431-007.A00LF 512MB,DDR2,3052.15,512M,,
G Skill Intl F2-6400PHU1-1GBHZ 1GB,DDR2,2495.3,1,,
Smart Modular SG564288FG8N6KFSQR 1GB,DDR2,2673.15,1,,
Micron Technology 8HTF12864HDY-667G1 1GB,DDR2,2636.35,1,,
Corsair CM2X512A-6400 512MB,DDR2,3017.9,512M,,
Infineon (Siemens) 72T128020HFN3.7A 1GB,DDR2,2292.65,1,,
Kingmax Semiconductor KLDD48F-B8MN5 1GB,DDR2,2459,1,,
Qimonda 64T64000HU3SB 512MB,DDR2,2468.85,512M,,
Apacer Technology 78.01G92.9L4 1GB,DDR2,2825.6,1,,
Infineon (Siemens) AET660UD00-370A98X 512MB,DDR2,2485.25,512M,,
Samsung M3 78T6553CZ3-CE6 512MB,DDR2,2532.15,512M,,
Elpida EBE11UE6AESA-8G-F 1GB,DDR2,2515,1,,
Crucial Technology RM12864AA667.8FE 1GB,DDR2,2284.65,1,,
Kingston 99U5316-017.A00LF 1GB,DDR2,2415.95,1,,
Infineon (Siemens) 72T64000HFN3.7A 512MB,DDR2,2032.7,512M,,
A-DATA Technology DQVE1908 512MB,DDR2,2166.55,512M,,
Elpida EBE11UE6ACUA-6E-E 1GB,DDR2,2482.55,1,,
TwinMOS 8DQT5KK5-TATP 1GB,DDR2,2745.3,1,,
Nanya Technology NT2GT64U8HB0JY-25D 2GB,DDR2,2824.15,2,,
Positivo Informatica Ltd AU2G32-800P005-E 2GB,DDR2,2308,2,,
Qimonda 64T64000HU3.7A 512MB,DDR2,2512.45,512M,,
Micron Technology DT3B122GX4GBV-800I 4GB,DDR2,1979.75,4,,
Kingston 9905316-004.A03LF 1GB,DDR2,2479.3,1,,
Smart Modular SG564648FG8N0IL-Z5 512MB,DDR2,1625,512M,,
Kingston 9905315-062.A00LF 1GB,DDR2,1775.3,1,,
Crucial Technology DD256M6416U68AB2J- 2GB,DDR2,2523.15,2,,
Hynix Semiconductor (Hyundai Electronics) L57 11/2010 LOGIN 2GB,DDR2,2765.6,2,,
Nanya Technology M2N1G64TUH8D6F-3C 1GB,DDR2,1819.8,1,,
A-DATA Technology HYOVF1B163GZ 2GB,DDR2,2610,2,,
Elpida EBE11UD8AGWA-6E-E 1GB,DDR2,2476.55,1,,
Samsung M3 78T6553BG0-CCC 512MB,DDR2,2290.4,512M,,
Kingmax Semiconductor KSCD48F-B8KB5 1GB,DDR2,2480.75,1,,
Elpida EBE10UE8AFSA-8G-F 1GB,DDR2,2088.6,1,,
MDT Technologies GmbH MDT DDR2 1GB,DDR2,2598.65,1,,
Samsung M4 70T5663EH3-CE6 2GB,DDR2,2346.55,2,,
Hynix Semiconductor (Hyundai Electronics) HYMP525B,DDR2,2081.85,HYMP525,,
SK Hynix HYMP512P72CP4-Y5 1GB,DDR2,2272,1,,
SK Hynix Kingston 4GB,DDR2,2540.4,4,,
Crucial Technology CT25664AC800.K16F 2GB,DDR2,2390.05,2,,
Qimonda 64T256020EDL3SC2 2GB,DDR2,2541.55,2,,
Hynix Semiconductor (Hyundai Electronics) L64 12/2010 LOGIN 2GB,DDR2,2722,2,,
Samsung M4 70T5663RZ3-CE6 2GB,DDR2,2600.7,2,,
Ramaxel Technology RMN2230MH48D8F-800 2GB,DDR2,2629.9,2,,
Kingmax Semiconductor KLCD48F-A8KB5 1GB,DDR2,2216.4,1,,
Netlist NL8256421207F-D64N 2GB,DDR2,1864.75,2,,
takeMS International AG TMS1GB264C082805CN 1GB,DDR2,2356.55,1,,
Kingston RBU256X64D2S800C6 2GB,DDR2,2608.5,2,,
Elpida EBE10RD4AGFA-4A-E 1GB,DDR2,2547.95,1,,
Kingston 99U5295-022.A00LF 2GB,DDR2,2473.4,2,,
Kreton Corporation 536245223681350800 2GB,DDR2,2687.2,2,,
A-DATA Technology HYOVF1B163BZ 2GB,DDR2,2386.4,2,,
G Skill Intl FA-5300CL5-2GBSQ 2GB,DDR2,2459.5,2,,
Nanya Technology M2Y2G64TU8HC0B-3C 2GB,DDR2,2250.7,2,,
Kingston DDR2 PC800MHz 2GB,DDR2,2116.9,2,,
Apacer Technology 78.02G75.9K2 1GB,DDR2,2722.85,1,,
Transcend Information JM367Q643A-6 512MB,DDR2,2044.6,512M,,
Crucial Technology RM25664AA667.16FH 2GB,DDR2,2079.8,2,,
Patriot Memory (PDP Systems) PSD24G6672S 4GB,DDR2,2507.05,4,,
Micron Technology 16HTF12864AY-667D4 1GB,DDR2,2151.15,1,,
Hynix Semiconductor (Hyundai Electronics) HYMP564U64CP8-Y5 512MB,DDR2,2527.6,512M,,
