model,type,speed,Capacity (GB),Form Factor,DRAM Configuration
G Skill Intl F4-2800C15-8GVSB 8GB,DDR4,14900,8,SO-DIMM,Dual Channel
Wilk Elektronik S.A. IRXS2666D464L16S/8G 8GB,DDR4,14900,8,SO-DIMM,Dual In-Line Memory Module
G Skill Intl F4-4133C19-8GTZA 8GB,DDR4,14750,8,SO-DIMM,Dual Channel
Chun Well Technology Holding Limited D4U1636181DC 16GB,DDR4,14750,16,SO-DIMM,Dual Channel
Crucial Technology 8G4US2400.M8B1 8GB,DDR4,14650,8,SO-DIMM,Single Rank x16
Crucial Technology CT4G4DFS824A.M8FB 4GB,DDR4,14600,4,SODIMM,PC4-1600
Teikon TMA851S6CJR6N-VKSC 4GB,DDR4,14600,4,SO-DIMM,Single Rank
Corsair CM4X4GF2400C16K4 4GB,DDR4,14600,4,UDIMM,Single Channel
Mushkin MR[ABC]4U266GHHF8G 8GB,DDR4,14600,8,DIMM,Dual Channel
Patriot Memory (PDP Systems) PSD48G213382 8GB,DDR4,14550,8,DIMM,Single Rank x16
Golden Empire CL18-20-20 D4-3000 8GB,DDR4,14550,8,SO-DIMM,Single-Rank
Kingston KHX2666C16D4/16GX 16GB,DDR4,14500,16,DIMM,Single Rank
Kingston HX421C14FB/4 4GB,DDR4,14500,4,SO-DIMM,"Unbuffered, Non-ECC"
G Skill Intl F4-2400C15-8GTZR 8GB,DDR4,14500,8,SO-DIMM,Dual Channel
G Skill Intl F4-2400C15-8GFT 8GB,DDR4,14500,8,DIMM,Dual Channel
Corsair CMK16GX4M2A2400C16 8GB,DDR4,14450,8,DIMM,PC4-14450 UDIM
Corsair CMK8GX4M2A2133C13 4GB,DDR4,14450,4,SO-DIMM,Dual In-Line Memory Module
Corsair CMD32GX4M4C3200C14M 8GB,DDR4,14400,8,DIMM,Dual In-Line Memory Module
Kingston 9905678-007.A00G 8GB,DDR4,14400,8,UDIMM,Unbuffered Single Rank
Transcend Information AQD-D4U4GN21-SG 4GB,DDR4,14400,4,UDIMM,Dual In-Line Memory Module
Crucial Technology BLS8G4D240FSC.16FBD 8GB,DDR4,14400,8,SO-DIMM,Dual Channel
Crucial Technology BLS8G4D26BFSE.16FD2 8GB,DDR4,14350,8,SO-DIMM,Single Rank x8
Crucial Technology BLS4G4D240FSB.8FBD2 4GB,DDR4,14350,4,SO-DIMM,Unbuffered
Crucial Technology CT8G4DFD8213.C16FA11 8GB,DDR4,14350,8,SO-DIMM,PC4-1800
Panram International Corporation PUD42133C158G2VS 8GB,DDR4,14300,8,SO-DIMM,Dual Channel
SK Hynix HMA851U6DJR6N-WM 4GB,DDR4,14250,4,SO-DIMM,Single Rank x8
Crucial Technology CT8G4DFS8266.M8FH 8GB,DDR4,14250,8,SO-DIMM,Dual In-Line
Ramaxel Technology RMSA3330ME88HCF-3200 32GB,DDR4,14250,32,DIMM,UDIMM
A-DATA Technology AO1P32NC8W1-BDZS 8GB,DDR4,14250,8,SO-DIMM,Dual In-Line Memory Module (DIMM)
Crucial Technology CT8G4DFS824A.M8FD 8GB,DDR4,14200,8,SO-DIMM,Unbuffered (UB)
A-DATA Technology DDR4 2800 2OZ 4GB,DDR4,14200,4,SO-DIMM,Unbuffered
Crucial Technology CT4G4DFS8213.8FA11?? 4GB,DDR4,14150,4,SO-DIMM,Single Rank
Crucial Technology BLS4G4D240FSB.8FBD 4GB,DDR4,14150,4,SO-DIMM,Single Rank x16
Apacer Technology D12.2755BS.001 16GB,DDR4,14150,16,SO-DIMM,Dual Channel
Corsair CMK16GX4M4B3600C18 4GB,DDR4,14100,4,DIMM,XMP
Essencore Limited IM44GU48N26-FFFHM 4GB,DDR4,14050,4,SODIMM,Single Channel
Mushkin 99[2/7/4]199[F/T] 8GB,DDR4,14050,8,SO-DIMM,PC4-1110
Kingston ACR26D4U9S8MH-8 8GB,DDR4,14050,8,UDIMM,2Rx8
Micron Technology 4ATF51264HZ-2G3E2 4GB,DDR4,14000,4,DIMM,Dual In-Line Memory Module
Crucial Technology BLS8G4D240FSC.16FBR2 8GB,DDR4,14000,8,SO-DIMM,"Single-Rank, x8"
G Skill Intl F4-2666C15-8GRR 8GB,DDR4,14000,8,SO-DIMM,Unbuffered
G Skill Intl F4-2800C16-4GRR 4GB,DDR4,13950,4,DIMM,Dual Channel
Kingston KTP9W1-MIE 16GB,DDR4,13950,16,SO-DIMM,Dual Channel
V-Color Technology Inc. TN48G24S817-VHA/R 8GB,DDR4,13900,8,SO-DIMM,Single Rank x16
Kingmax Semiconductor GSAG42F-18---------- 8GB,DDR4,13850,8,SO-DIMM,1Rx16
Apacer Technology GD2.1527WT.001 8GB,DDR4,13850,8,SO-DIMM,Dual In-Line
Crucial Technology BLS8G4S240FSDK.8FBD 8GB,DDR4,13850,8,SO-DIMM,Single Rank x16
Crucial Technology BLS8G4S240FSD.16FBD 8GB,DDR4,13850,8,SO-DIMM,x4
SK Hynix HMAA2GS6AJR8N-XN 16GB,DDR4,13850,16,SO-DIMM,PC4-1733
Apacer Technology 78.C2GF2.AU00B 8GB,DDR4,13800,8,SO-DIMM,Single Rank
Kingston 9905625-152.A00G 16GB,DDR4,13800,16,SO-DIMM,Single Channel
Patriot Memory (PDP Systems) 2666 C18 Series 16GB,DDR4,13800,16,SO-DIMM,Single-Rank x8
Patriot Memory (PDP Systems) PSD44G240082 4GB,DDR4,13800,4,DIMM,Single-Channel
G Skill Intl F4-3000C15-4GRBB 4GB,DDR4,13800,4,DIMM,"Unbuffered, Single-Rank"
Kingston 9905744-023.A00G 16GB,DDR4,13750,16,SO-DIMM,UDIMM
Kingston 99U5702-094.A00G 8GB,DDR4,13650,8,SO-DIMM,PC4-1700
Corsair CMK64GX4M4A2400C16 16GB,DDR4,13650,16,DIMM,x4
Apacer Technology 78.C2GFA.AF30B 8GB,DDR4,13500,8,SO-DIMM,Single Rank
Kingston KHX2400C14/16G 16GB,DDR4,13450,16,DIMM,1Rx8
Crucial Technology CT8G4DFRA266.C8FJ 8GB,DDR4,13400,8,"SO-DIMM (based on the size and type, it's likely a laptop module)",Unbuffered (since there is no mention of a specific buffer size or technology)
Crucial Technology CT16G4SFD824A.M16FR 16GB,DDR4,13050,16,SO-DIMM,PC4-1333
Crucial Technology BLS16G4D240FSE.16FBR 16GB,DDR4,12650,16,SO-DIMM,PC4-1600
Samsung M378A2G43AB3-CWE 16GB,DDR4,14800,16,UDIMM,x8
Panram International Corporation W4U2666PS-8GC19 8GB,DDR4,14750,8,SO-DIMM,DIMM x2
Kingston 9905625-097.A00G 16GB,DDR4,14650,16,SO-DIMM,Single Rank
Kingston ACR32D4U2S8ME-16 16GB,DDR4,14650,16,UDIMM,PC4-1600
G Skill Intl F4-2666C15-4GVR 4GB,DDR4,14500,4,SO-DIMM,Dual Channel
Corsair CMK16GX4M4B3333C16 4GB,DDR4,14450,4,SO-DIMM,"Unbuffered, Non-ECC"
Corsair CMU16GX4M2A2400C16 8GB,DDR4,14450,8,DIMM,X4
SK Hynix HMA851U6CJR6N-VK 4GB,DDR4,14450,4,SO-DIMM,
Avant Technology J641GU42J7240N3 8GB,DDR4,14400,8,SO-DIMM,Single Channel
SanMax Technologies Inc. SMD4-U8G48HA-24RF 8GB,DDR4,14400,8,UDIMM (Unbuffered Dual In-Line Memory Module),x16
Corsair CMK16GX4M2Z2400C16 8GB,DDR4,14400,8,DIMM,Dual Channel
Corsair CMK16GX4M2A2400C14 8GB,DDR4,14350,8,SO-DIMM,"Single-Rank, Dual-Channel"
Corsair CMU32GX4M2A2400C14 16GB,DDR4,14300,16,DIMM,Dual Channel
Crucial Technology CT16G4DFD824A.M16FA 16GB,DDR4,14300,16,SO-DIMM,1Rx8
Teikon TMA81GU6AFR8N-UHSC 8GB,DDR4,14300,8,SO-DIMM,Dual In-Line
G Skill Intl F4-3000C15-4GRK 4GB,DDR4,14300,4,Dual In-Line Memory Module (DIMM),"PC4-12800, 1.35V"
Kingston KHX2400C15D4/16GX 16GB,DDR4,14250,16,DIMM,Unbuffered
Crucial Technology CT8G4DFS8266.M8FJ 8GB,DDR4,14250,8,SO-DIMM,Unbuffered
A-DATA Technology AM2P24HC8T1-BBFS 8GB,DDR4,14250,8,SO-DIMM,Dual Channel
Micron Technology 4ATF51264AZ-2G6E1 4GB,DDR4,14250,4,DIMM,Single-Channel
Avant Technology J642GU42J9266N2 16GB,DDR4,14200,16,SO-DIMM,"Unbuffered, Non-ECC"
Kingston 9965643-002.A01G 4GB,DDR4,14150,4,SO-DIMM,Unbuffered Dimm (UDIM)
Kingston 9905702-204.A00G 8GB,DDR4,14150,8,SO-DIMM,Unbuffered
G Skill Intl F4-3200C16-8GTZKO 8GB,DDR4,14100,8,DIMM,Unbuffered
Corsair CMK32GX4M2A2400C16 16GB,DDR4,14100,16,UDIM,Dual Channel
G Skill Intl F4-2666C16-8GRB 8GB,DDR4,14100,8,DIMM,1x8Gb
Micron Technology M471A1K43BB1-CRC 8GB,DDR4,14050,8,SO-DIMM,x16
SK Hynix HMA82GU6CJR8N-VK 16GB,DDR4,14050,16,UDIMM,x18
Panram International Corporation PUD43000C168G2NJR 8GB,DDR4,14000,8,SO-DIMM,Single Rank x16
Samsung M378A1K43DB2-CTD 8GB,DDR4,14000,8,SO-DIMM,Dual Channel
G Skill Intl F4-2400C15-8GVB 8GB,DDR4,14000,8,DIMM,Unbuffered
G Skill Intl F4-3000C15-8GRBB 8GB,DDR4,14000,8,SO-DIMM,Unbuffered
Mushkin MRB4U300GJJM16G 16GB,DDR4,13950,16,Dual In-Line Memory Module (DIMM),Unbuffered
Micron Technology 8ATF1G64AZ-3G2J1 8GB,DDR4,13950,8,SO-DIMM,Single Rank
Silicon Power Computer & Communications SP004GBLFU240N02 4GB,DDR4,13900,4,SO-DIMM,"Unbuffered, Single Sided"
Corsair CMK32GX4M4D3200C16 8GB,DDR4,13900,8,DIMM,Dual Channel
Kingston 9905734-022.A00G 16GB,DDR4,13900,16,UDIMM,Dual Channel
Micron Technology 8ATF2G64HZ-3G2E1 16GB,DDR4,13900,16,UDIMM,Dual In-Line Memory Module (x1)
Crucial Technology CT16G4SFRA32A.C8FE 16GB,DDR4,13900,16,SO-DIMM,Single-Rank
Shanghai Kuxin Microelectronics Ltd NMSO416E82-2400E 16GB,DDR4,13850,16,SO-DIMM,Dual In-Line Memory Module
G Skill Intl F4-3000C16-16GSXFB 16GB,DDR4,13850,16,SODIMM,Dual Channel
Crucial Technology CT8G4SFD8213.M16FB 8GB,DDR4,13800,8,SO-DIMM,Dual In-Line
Corsair CMSX16GX4M2A2400C16 8GB,DDR4,13800,8,DIMM,Dual Channel
Crucial Technology CT8G4SFD8213.C16FDD2 8GB,DDR4,13700,8,SO-DIMM,Dual In-Line
G Skill Intl F4-3000C16-8GTZN 8GB,DDR4,13700,8,DIMM,Dual Channel
Kingston CBD32D4S2S1ME-8 8GB,DDR4,13700,8,SO-DIMM,Single Sided
G Skill Intl F4-2666C19-8GVK 8GB,DDR4,13700,8,DIMM,Dual Channel
Kingston KHX2400C14S4/16G 16GB,DDR4,13650,16,DIMM,Dual Inline Memory Module (DIMM) x1
SK Hynix HMA82GS6DJR8N-VK 16GB,DDR4,13600,16,SO-DIMM,x8
Corsair CMD32GX4M4C3000C15 8GB,DDR4,13450,8,SO-DIMM,Dual Channel
Corsair CMK32GX4M4A2800C16 8GB,DDR4,13300,8,DIMM,Dual Channel
A-DATA Technology AO1P26KC8T1-BXFSHC 8GB,DDR4,13300,8,SO-DIMM,"2Rx8, 1.35V"
Kingston 9905712-009.A00G 16GB,DDR4,12700,16,UDIMM,Single Rank x8
Corsair CMD128GX4M8B3200C16 16GB,DDR4,12100,16,DIMM,Dual Channel
Mushkin MR[A/B]4U360JNNM8G 8GB,DDR4,15200,8,SO-DIMM,Dual Channel
Good Wealth Technology Ltd. 8GB,DDR4,15050,8,SO-DIMM,x16
Crucial Technology CT8G4SFS632A.M4FE 8GB,DDR4,14900,8,SO-DIMM,x1
Corsair CM4X4GF2133C15S2 4GB,DDR4,14650,4,DIMM,Dual Channel
Micron Technology 4ATF51264AZ-3G2J1 4GB,DDR4,14650,4,UDIMM,"1Rx8-based, Single-ranked"
SK Hynix GKE800UD102408-2133 8GB,DDR4,14600,8,UDIMM,Dual In-Line Memory Module
Crucial Technology BLS4G4D240FSE.8FBD 4GB,DDR4,14450,4,SO-DIMM,Dual Channel
Netac Technology Co Ltd EKBLUE4162417AD 8GB,DDR4,14400,8,SO-DIMM,Single Rank x16
Kingston KHX2400C12D4/8GX 8GB,DDR4,14400,8,DIMM,x8
Crucial Technology CT8G4DFD8213.M16FB 8GB,DDR4,14350,8,SO-DIMM,Dual In-Line Memory Module
Kingston CBD24D4U7S8MA-8 8GB,DDR4,14350,8,UDIMM,Single-Rank
Golden Empire CL15-15-15 D4-2400 4GB,DDR4,14300,4,SO-DIMM,"Unbuffered, Single Rank"
Kingston 9905599-010.A00G 4GB,DDR4,14250,4,SO-DIMM (based on typical characteristics of RAM modules in laptops and other small form factor devices),Unbuffered (since no buffer information is provided)
Gold Key Technology Co Ltd GKE160SO102408-2933 16GB,DDR4,14250,16,SO-DIMM,UDIMM
G Skill Intl F4-2400C15-8GVS 8GB,DDR4,14250,8,SO-DIMM,Dual Channel
Crucial Technology CT8G4DFRA266.C8FB 8GB,DDR4,14250,8,SO-DIMM,Unbuffered
G Skill Intl F4-2800C15-16GVR 16GB,DDR4,14200,16,UDIM,Dual Channel
Kingston 9905701-003.A00G 16GB,DDR4,14200,16,SO-DIMM,UDIMM
Kingston 9905624-004.A00G 4GB,DDR4,14150,4,SO-DIMM,PC4-1700
Corsair CMK32GX4M2A2800C16 16GB,DDR4,14100,16,DIMM,x4
Kingston LV32D4S2S8HD-8 8GB,DDR4,14100,8,SO-DIMM,Single Rank x8
Kingston 9905713-017.A00G 4GB,DDR4,14100,4,SO-DIMM,Dual In-Line
Samsung M378A2K43CB1-CTD 16GB,DDR4,14100,16,SO-DIMM,Dual Channel
Corsair CMD32GX4M2B3466C16 16GB,DDR4,14100,16,SO-DIMM,Dual Channel
Smart Modular SF4641G8CK8I8HLSBG 8GB,DDR4,14100,8,SO-DIMM,"Single Rank, X8"
G Skill Intl F4-2400C15-8GFX 8GB,DDR4,14050,8,SO-DIMM,Unbuffered
Transcend Information JM2666HLB-8G 8GB,DDR4,14050,8,SO-DIMM,x1
A-DATA Technology AO1P32NC8W1-BD2SHC 8GB,DDR4,14000,8,SO-DIMM,Single Rank
Avexir Technologies Corporation DDR4-2666 CL17 8GB 8GB,DDR4,13950,8,SO-DIMM,Dual In-Line
Samsung M378A1K43CB2-CTD 8GB,DDR4,13950,8,UDIMM,Unbuffered Single Rank
Kingston XRMWRN-HYA 16GB,DDR4,13950,16,SO-DIMM,Dual Channel
G Skill Intl F4-2400C14-4GRK 4GB,DDR4,13900,4,DIMM,Dual Channel
Kingston HP24D4U7S8MBP-4 4GB,DDR4,13900,4,SO-DIMM,Unbuffered
G Skill Intl F4-2133C15-8GSQ 8GB,DDR4,13850,8,SO-DIMM,Unbuffered
Asgard VMA41UF-MEC1U2BQ2 4GB,DDR4,13850,4,SO-DIMM,Dual Channel
Kingston 9905734-059.A00G 16GB,DDR4,13850,16,SO-DIMM,Dual Channel
Crucial Technology BLS8G4D240FSB.16FBR2 8GB,DDR4,13850,8,SO-DIMM,Single Sided
King Tiger Technology Tigo-2133Mhz-8G 8GB,DDR4,13800,8,SO-DIMM,Single-Rank
Corsair CM4X16GE2666C16K8 16GB,DDR4,13800,16,UDIMM,Dual Channel
Smart Modular SF4641G8CKHIWDFSEG 8GB,DDR4,13800,8,UDIMM,Single-Rank x16
SK Hynix HMA851S6CJR6N-XN 4GB,DDR4,13800,4,SO-DIMM,SDRAM
SK Hynix HMA851U6CJR6N-UH 4GB,DDR4,13800,4,UDIMM,x16
Ramaxel Technology RMSA3270ME86H9F-2666 4GB,DDR4,13800,4,SO-DIMM,Unbuffered
Essencore Limited IM44GU48N21-FFFHM 4GB,DDR4,13700,4,SO-DIMM,Single Channel
Patriot Memory (PDP Systems) PSD48G266681 8GB,DDR4,13700,8,DIMM,PC4-1700
Corsair CMK32GX4M4A2666C16 8GB,DDR4,13700,8,DIMM,Dual Channel
Samsung M471A5244CB0-CWE 4GB,DDR4,13700,4,SO-DIMM,Unbuffered Single Sided
G Skill Intl F4-2666C18-32GVK 32GB,DDR4,13650,32,SO-DIMM,Dual Channel
G Skill Intl F4-2400C17-4GVR 4GB,DDR4,13600,4,DIMM,Dual Channel
AMD R748G2133U2S-UO 8GB,DDR4,13500,8,SO-DIMM,Single Channel
Samsung M378A2G43MX3-CTD 16GB,DDR4,13500,16,SO-DIMM,Single Rank x8
Micron Technology CT4G4DFS8213.8FA11 4GB,DDR4,13500,4,SO-DIMM,Dual In-Line
Samsung M471A2G43BB2-CWE 16GB,DDR4,13500,16,SO-DIMM,Dual Channel
G Skill Intl F4-3000C15-4GRR 4GB,DDR4,13450,4,DIMM,x4
Kingston HP26D4S9S8MHF-8 8GB,DDR4,13400,8,SO-DIMM,1Rx16
Kingston 9905744-006.A00G 16GB,DDR4,13350,16,SO-DIMM,Dual Channel
Corsair CMK32GX4M4C3333C16 8GB,DDR4,13300,8,DIMM,Single-Rank
Ramaxel Technology RMSA3300MH78HBF-2666 16GB,DDR4,13300,16,SO-DIMM,x4
Corsair CM4X16GE2666C18S2 16GB,DDR4,13250,16,UDIMM,PC4-21300
Corsair CMSX64GX4M4A2400C16 16GB,DDR4,13250,16,DIMM,"Dual In-Line Memory Module (DIMM), x4"
A-DATA Technology AO1P24HC4N2-BYNS 4GB,DDR4,13250,4,SO-DIMM,Dual In-Line Memory Module (DIMM)
Corsair CMD16GX4M4C3200C15 4GB,DDR4,13150,4,DIMM,Single Channel
Corsair CMK16GX4M2E4000C19 8GB,DDR4,13150,8,DIMM,Dual Channel
G Skill Intl F4-2400C16-16GFX 16GB,DDR4,12950,16,SO-DIMM,Dual Channel
Dust Leopard DDR4-2400 C16 8GB 8GB,DDR4,16050,8,SO-DIMM,Dual Channel
Kingston X2YH1K-MIE-NX 16GB,DDR4,15350,16,SO-DIMM,Dual In-Line
Kingston HP32D4U2S1ME-8 8GB,DDR4,15250,8,UDIMM,2x4096
G Skill Intl F4-2133C15-8GRB 8GB,DDR4,15050,8,DIMM,Single Channel
Essencore Limited KD48GU880-26N160T 8GB,DDR4,14850,8,SO-DIMM,Dual In-Line
Wilk Elektronik S.A. IRH3200D464L16S/8G 8GB,DDR4,14800,8,SO-DIMM,Unbuffered
Kingston KDK8NX-MIE 16GB,DDR4,14750,16,SO-DIMM,Single Rank x8
Micron Technology TEAMGROUP-UD4-3000 16GB,DDR4,14450,16,UDIMM,Dual Inline
Kingston HP26D4U9D8HC-16X 16GB,DDR4,14450,16,UDIM,1x16
Wilk Elektronik S.A. IRH2400D464L17S/8G 8GB,DDR4,14300,8,UDIMM,Single Rank
Wilk Elektronik S.A. GR2400D464L17S/8G 8GB,DDR4,14300,8,SO-DIMM,Single Rank
Kingston KHX2400C15/8G 8GB,DDR4,14200,8,SO-DIMM,Unbuffered Single-Channel
Crucial Technology CT8G4DFD824A.M16FB 8GB,DDR4,14150,8,SO-DIMM,Single Rank
Corsair CM4X4GF2400C14K4 4GB,DDR4,14100,4,UDIMM,x4
Crucial Technology BLS8G4D240FSC.16FBD2 8GB,DDR4,14100,8,SO-DIMM,PC4-1600
G Skill Intl F4-2400C15-8GVR 8GB,DDR4,14100,8,DIMM,Dual Channel
G Skill Intl F4-2133C15-4GVK 4GB,DDR4,14050,4,SO-DIMM,Single Channel
Avant Technology W642GU42J5213N2 16GB,DDR4,14050,16,SO-DIMM,Dual Channel
Golden Empire CL19-19-19 D4-2666 4GB,DDR4,14050,4,UDIMM,Single Rank
SK Hynix HMA81GU6JJR8N-VK 8GB,DDR4,14050,8,SO-DIMM,x16
Corsair CM4X8GE2666C16K4 8GB,DDR4,14000,8,SO-DIMM,Dual In-Line Memory Module (DIMM)
G Skill Intl F4-3300C16-16GTZKW 16GB,DDR4,14000,16,DIMM,Dual Channel
Crucial Technology CT8G4SFD824A.C16FF 8GB,DDR4,14000,8,SO-DIMM,Unbuffered
Corsair CMK8GX4M2A2400C14 4GB,DDR4,14000,4,DIMM,"Unbuffered, Single-Rank, Non-ECC"
Micron Technology 16ATF4G64AZ-3G2E1 32GB,DDR4,13950,32,UDIMM,1Rx8
Apacer Technology 78.CAGP7.AZC0B 8GB,DDR4,13900,8,SO-DIMM,Single Rank
Shenzhen Technology Co Ltd 8GB,DDR4,13900,8,DIMM,Single Rank x8
Crucial Technology BLS16G4D240FSC.16FAD 16GB,DDR4,13900,16,SO-DIMM,Single Channel
Team Group Inc. TEAMGROUP-UD4-2666 8GB,DDR4,13900,8,SO-DIMM,
Corsair CMSX16GX4M1A2400C16 16GB,DDR4,13850,16,DIMM,Unbuffered
Samsung M471A1K43CB1-CTD 8GB,DDR4,13850,8,SO-DIMM,Single Rank
Corsair CMK8GX4M1D2666C16 8GB,DDR4,13800,8,DIMM,Dual Inline Memory Module
Crucial Technology BLS4G4D26BFSB.8FBD2 4GB,DDR4,13800,4,SO-DIMM,Unbuffered
SanMax Technologies Inc. SMD4-U16G48MB-24R 16GB,DDR4,13800,16,UDIMM,Single Rank
Micron Technology 8ATF1G64HZ-3G2J1 8GB,DDR4,13750,8,SO-DIMM,x16
Micron Technology 16ATF4G64HZ-3G2E2 32GB,DDR4,13750,32,UDIMM,1Rx8
G Skill Intl F4-2400C16-8GRS 8GB,DDR4,13700,8,DIMM,Dual Channel
SK Hynix HMA81GS6CJR8N-XN 8GB,DDR4,13700,8,UDIMM,SDRAM
Kingston 9905624-016.A00G 8GB,DDR4,13650,8,UDIMM (Unbuffered Dual In-Line Memory Module),"Single Rank, 16x64Mb"
Crucial Technology BLS8G4S26BFSD.16FBD2 8GB,DDR4,13650,8,SODIMM,"Single Rank, x8 Data Width"
Panram International Corporation PUD42133C154G2VS 4GB,DDR4,13650,4,UDIMM,Single Rank x8
Avant Technology J642GU42J9266NF 16GB,DDR4,13650,16,SO-DIMM,Dual Channel
Samsung M378A2K43DB1-CTD 16GB,DDR4,13600,16,DIMM,Dual Channel
Golden Empire CL16-16-16 D4-2800 8GB,DDR4,13500,8,SO-DIMM,Dual Channel
A-DATA Technology AM1P24HC4R1-BUNS 4GB,DDR4,13450,4,SODIMM,Single Channel
Kingston KHYXPX-MIE 8GB,DDR4,13450,8,SO-DIMM,"Unbuffered, Single-Rank"
Crucial Technology CT8G4SFRA32A.C16FG 8GB,DDR4,13450,8,SO-DIMM,SDRAM
"PNY Technologies, Inc. 32GU2X16LIII43-12-K 32GB",DDR4,13350,32,UDIMM,Single Rank
SK Hynix HMA41GU6MFR8N-TF 8GB,DDR4,13350,8,SO-DIMM,x16
Corsair CMD16GX4M4A2666C15 4GB,DDR4,13300,4,DIMM,UDIMM
Transcend Information JM2666HSB-8G 8GB,DDR4,13250,8,SO-DIMM,Dual Channel
Kingston ACR26D4U9S1KA-4 4GB,DDR4,13250,4,SO-DIMM,Unbuffered
Kingston 9905744-035.A00G 16GB,DDR4,13250,16,SO-DIMM,x8
Corsair CMD64GX4M8A2666C15 8GB,DDR4,12800,8,DIMM,"Dual In-Line Memory Module (DIMM), Single Sided, 288-Pin"
Transcend Information AQD-SD4U16GN21-SE 16GB,DDR4,12700,16,SO-DIMM,x16
Corsair CMK128GX4M8B3000C16 16GB,DDR4,12650,16,DIMM,Dual Channel
Micron Technology 16ATF4G64AZ-2G6B1 32GB,DDR4,12600,32,UDIMM,Single-Channel
Crucial Technology BLS4G4D240FSB.8FARG? 4GB,DDR4,15000,4,SO-DIMM,Single Rank
G Skill Intl F4-2666C15-8GVB 8GB,DDR4,14750,8,UDIM,1Rx8
Kingston LV32D4U2S8ME-16X 16GB,DDR4,14700,16,SO-DIMM,Unbuffered
Good Wealth Technology Ltd. KETECH 8GB,DDR4,14650,8,UDIM (Single Sided),Unbuffered
Dust Leopard DDR4-2400 C17 8GB 8GB,DDR4,14350,8,DIMM,Dual Inline Memory Module
Crucial Technology BLS8G4D240FSE.16FAR 8GB,DDR4,14300,8,SO-DIMM,Single Rank
Hoodisk Electronics Co Ltd GKE160SO102408-2666 16GB,DDR4,14250,16,SO-DIMM,x8
Crucial Technology BLS16G4D26BFSE.16FD 16GB,DDR4,14250,16,SO-DIMM,Dual Channel
JUHOR JHD2666U1916JG 16GB,DDR4,14250,16,SO-DIMM,UDIMM
Kingston MSI24D4U7S8MH-8 8GB,DDR4,14200,8,UDIMM,"Single Channel, Unregistered (Non-ECC)"
Crucial Technology CT8G4DFD8213.C16FBD1 8GB,DDR4,14200,8,DIMM,Single Rank x8
Corsair CM4B8G2J2400A14K 8GB,DDR4,14100,8,UDIMM,Single Channel
SK Hynix HMA82GU6AFR8N-TF 16GB,DDR4,14100,16,UDIMM,PC4-1700
Corsair CMK8GX4M2A2800C16 4GB,DDR4,14100,4,DIMM,Dual Channel
G Skill Intl F4-2800C16-8GVG 8GB,DDR4,14050,8,DIMM,x1
Kingston 9905599-029.A00G 4GB,DDR4,14000,4,SO-DIMM,Unbuffered
Wilk Elektronik S.A. GR2666D464L19/16G 16GB,DDR4,14000,16,SO-DIMM,"Single Rank, x8"
G Skill Intl F4-2400C15-4GVR 4GB,DDR4,14000,4,DIMM,Dual Channel
Ramaxel Technology RMUA5180ME78HBF-2666 16GB,DDR4,14000,16,UDIMM (Unbuffered Dual In-Line Memory Module),
Corsair CMK32GX4M2A2400C14 16GB,DDR4,14000,16,DIMM,Dual Inline Memory Module (DIMM)
Kingston 9905702-071.A00G 8GB,DDR4,14000,8,DIMM,Unbuffered
Kingston KHX2133C14S4/8G 8GB,DDR4,13950,8,DIMM,Single Rank x4
Kingston 9905711-035.A00G 8GB,DDR4,13950,8,SO-DIMM,Unbuffered
Kingston 9905622-057.A00G 4GB,DDR4,13900,4,SO-DIMM,Unbuffered
Smart Modular SF4641G8CK8I8GKSBG 8GB,DDR4,13900,8,SO-DIMM,Single-Rank
G Skill Intl F4-2666C15-4GVK 4GB,DDR4,13850,4,DIMM,X16
A-DATA Technology DDR4 2400 2OZ 8GB,DDR4,13850,8,SO-DIMM,Dual Channel
G Skill Intl F4-2133C15-4GRS 4GB,DDR4,13850,4,SO-DIMM,Dual Channel
G Skill Intl F4-3333C16-16GTZ 16GB,DDR4,13800,16,DIMM,Dual Channel
Samsung M378A5244CB0-CTD 4GB,DDR4,13800,4,SO-DIMM,UDIMM
Kingston 9905624-018.A00G 8GB,DDR4,13750,8,SO-DIMM,Unbuffered Singlesided
Micron Technology 8ATF2G64HZ-3G2E2 16GB,DDR4,13750,16,UDIMM,1Rx8
Corsair CMK32GX4M4B2800C14 8GB,DDR4,13700,8,DIMM,Quad Channel
Hynix Semiconductor (Hyundai Electronics) HMA851S6CJR6N-UH 4GB,DDR4,13700,4,SO-DIMM,Single Rank x8
Kingston 9905630-051.A00G 16GB,DDR4,13700,16,SO-DIMM,Dual In-Line
Wilk Elektronik S.A. IR2133D464L15S/4G 4GB,DDR4,13700,4,SO-DIMM,Single Rank
Crucial Technology CT8G4SFD824A.C16FADP 8GB,DDR4,13700,8,SO-DIMM,Single Rank x16
SK Hynix HMA81GS6JJR8N-VK 8GB,DDR4,13700,8,SO-DIMM,x16
Samsung M471A1K43DB1-CTD 8GB,DDR4,13700,8,SO-DIMM,Dual In-Line
A-DATA Technology DDR4 2666 8GB,DDR4,13650,8,SO-DIMM,Single Rank
Crucial Technology CT8G4DFD8213.C16FBD2 8GB,DDR4,13650,8,SO-DIMM,Unbuffered
